order_id,user_id,order_date,discount_shown,discount_amount,order_value,net_revenue,channel
O900035,U300057,2026-03-08,True,69.3,99.0,29.7,app
O900036,U300058,2026-03-03,False,0.0,222.53,222.53,app
O900037,U300058,2026-03-29,False,0.0,223.74,223.74,app
O900038,U300065,2026-03-09,True,140.0,275.6,135.6,app
O900039,U300066,2026-03-12,True,86.43,123.47,37.04,web
O900040,U300069,2026-03-16,True,140.0,206.01,66.01,app
O900041,U300071,2026-03-06,True,140.0,246.27,106.27,app
O900042,U300073,2026-03-20,False,0.0,263.08,263.08,app
O900043,U300073,2026-03-02,False,0.0,256.29,256.29,web
O900044,U300075,2026-03-04,False,0.0,247.82,247.82,app
O900045,U300076,2026-03-15,False,0.0,253.88,253.88,web
O900046,U300077,2026-03-18,True,140.0,264.53,124.53,
O900047,U300080,2026-03-21,True,140.0,212.63,72.63,app
O900048,U300083,2026-03-03,False,0.0,176.69,176.69,app
O900049,U300084,2026-03-02,True,84.89,121.27,36.38,app
O900050,U300085,2026-03-14,True,140.0,287.2,147.2,app
O900051,U300087,2026-03-29,True,140.0,211.83,71.83,web
O900052,U300090,2026-03-18,False,0.0,99.39,99.39,web
O900053,U300092,2026-03-10,True,140.0,231.45,91.45,app
O900054,U300093,2026-03-30,True,140.0,293.57,153.57,app
O900055,U300098,2026-03-22,False,0.0,263.6,263.6,app
O900056,U300099,2026-03-16,True,140.0,304.44,164.44,app
O900057,U300100,2026-03-06,False,0.0,256.13,256.13,app
O900058,U300104,2026-03-08,True,116.66,166.65,50.0,app
O900059,U300104,2026-03-10,True,106.32,151.88,45.56,app
O900060,U300105,2026-03-04,True,140.0,243.92,103.92,app
O900061,U300107,2026-03-19,True,112.09,160.13,48.04,app
O900062,U300108,2026-03-29,True,140.0,243.79,103.79,app
O900063,U300111,2026-03-13,False,0.0,208.63,208.63,web
O900064,U300118,2026-03-17,True,140.0,200.27,60.27,app
O900065,U300118,2026-03-12,True,140.0,226.05,86.05,app
O900066,U300119,2026-03-11,True,140.0,237.13,97.13,app
O900067,U300124,2026-03-29,True,80.62,115.17,34.55,web
O900068,U300125,2026-03-19,True,69.3,99.0,29.7,app
O900069,U300129,2026-03-28,True,133.4,190.57,57.17,app
O900070,U300130,2026-03-02,True,140.0,257.08,117.08,app
O900071,U300131,2026-03-17,True,140.0,225.28,85.28,app
O900072,U300132,2026-03-05,True,123.24,176.06,52.82,app
O900073,U300135,2026-03-11,False,0.0,249.33,249.33,app
O900074,U300137,2026-03-20,False,0.0,176.53,176.53,app
O900075,U300140,2026-03-20,True,140.0,229.92,89.92,app
O900076,U300141,2026-03-25,False,0.0,221.63,221.63,app
O900077,U300144,2026-03-15,True,140.0,246.49,106.49,app
O900078,U300146,2026-03-10,True,140.0,361.58,221.58,app
O900079,U300146,2026-03-28,True,99.38,141.97,42.59,app
O900080,U300151,2026-03-03,True,104.86,149.8,44.94,app
O900081,U300152,2026-03-16,True,133.71,191.01,57.3,app
O900082,U300152,2026-03-14,True,140.0,205.74,65.74,app
O900083,U300152,2026-03-24,True,140.0,280.02,140.02,app
O900084,U300154,2026-03-04,True,140.0,259.96,119.96,app
O900085,U300157,2026-03-15,False,0.0,255.77,255.77,app
O900086,U300157,2026-03-12,False,0.0,157.24,157.24,app
O900087,U300158,2026-03-29,False,0.0,179.12,179.12,web
O900088,U300159,2026-03-21,True,140.0,225.78,85.78,app
O900089,U300161,2026-03-03,True,140.0,291.86,151.86,app
O900090,U300162,2026-03-30,False,0.0,269.77,269.77,app
O900091,U300165,2026-03-28,False,0.0,204.71,204.71,app
O900092,U300166,2026-03-18,False,0.0,330.79,330.79,app
O900093,U300168,2026-03-18,False,0.0,170.46,170.46,app
O900094,U300170,2026-03-03,False,0.0,200.99,200.99,web
O900095,U300171,2026-03-03,True,140.0,212.28,72.28,app
O900096,U300172,2026-03-21,False,0.0,253.46,253.46,app
O900097,U300172,2026-03-17,False,0.0,179.46,179.46,app
O900098,U300173,2026-03-28,False,0.0,199.49,199.49,app
O900099,U300173,2026-03-10,False,0.0,246.17,246.17,
O900100,U300174,2026-03-01,True,140.0,248.9,108.9,app
O900101,U300175,2026-03-03,False,0.0,172.22,172.22,app
O900102,U300177,2026-03-20,False,0.0,353.18,353.18,app
O900103,U300179,2026-03-05,False,0.0,125.02,125.02,app
O900104,U300182,2026-03-20,True,98.3,140.42,42.13,web
O900105,U300186,2026-03-01,False,0.0,353.6,353.6,app
O900106,U300192,2026-03-01,True,140.0,212.0,72.0,app
O900107,U300192,2026-03-14,True,140.0,212.33,72.33,app
O900108,U300192,2026-03-21,True,140.0,341.91,201.91,app
O900109,U300193,2026-03-18,False,0.0,192.52,192.52,app
O900110,U300194,2026-03-18,True,116.49,166.42,49.92,app
O900111,U300195,2026-03-20,True,101.58,145.12,43.54,web
O900112,U300195,2026-03-14,True,92.3,131.85,39.56,app
O900113,U300196,2026-03-15,True,140.0,328.8,188.8,app
O900114,U300209,2026-03-19,True,140.0,215.79,75.79,app
O900115,U300210,2026-03-17,True,98.06,140.08,42.02,app
O900116,U300211,2026-03-16,True,140.0,370.02,230.02,app
O900117,U300211,2026-03-06,True,140.0,262.92,122.92,web
O900118,U300212,2026-03-20,True,140.0,285.41,145.41,app
O900119,U300213,2026-03-26,True,140.0,252.2,112.2,app
O900120,U300213,2026-03-03,True,105.85,151.22,45.37,app
O900121,U300215,2026-03-19,True,135.07,192.96,57.89,app
O900122,U300217,2026-03-22,True,115.54,165.06,49.52,app
O900123,U300218,2026-03-13,True,128.64,183.77,55.13,app
O900124,U300220,2026-03-11,False,0.0,209.38,209.38,app
O900125,U300222,2026-03-06,True,140.0,258.48,118.48,app
O900126,U300223,2026-03-08,False,0.0,312.19,312.19,app
O900127,U300223,2026-03-25,False,0.0,274.06,274.06,app
O900128,U300224,2026-03-11,False,0.0,294.94,294.94,app
O900129,U300225,2026-03-27,False,0.0,-136.71,136.71,app
O900130,U300228,2026-03-19,True,140.0,301.86,161.86,app
O900131,U300229,2026-03-15,True,96.73,138.18,41.45,web
O900132,U300234,2026-03-07,True,140.0,238.25,98.25,app
O900133,U300235,2026-03-21,False,0.0,193.8,193.8,app
O900134,U300237,2026-03-21,False,0.0,290.26,290.26,app
O900135,U300243,2026-03-25,True,140.0,305.4,165.4,app
O900136,U300244,2026-03-23,True,128.33,183.32,55.0,web
O900137,U300246,2026-03-11,False,0.0,207.73,207.73,app
O900138,U300247,2026-03-02,False,0.0,252.12,252.12,app
O900139,U300248,2026-03-25,False,0.0,182.79,182.79,app
O900140,U300249,2026-03-09,False,0.0,260.03,260.03,app
O900141,U300250,2026-03-02,True,140.0,266.0,126.0,app
O900142,U300252,2026-03-06,True,80.37,114.82,34.45,app
O900143,U300253,2026-03-26,True,140.0,204.53,64.53,app
O900144,U300254,2026-03-06,True,133.1,190.14,57.04,app
O900145,U300254,2026-03-09,True,140.0,284.68,144.68,app
O900146,U300255,2026-03-10,True,117.57,167.95,50.39,app
O900147,U300255,2026-03-25,True,140.0,282.45,142.45,app
O900148,U300256,2026-03-28,False,0.0,133.13,133.13,app
O900149,U300260,2026-03-04,True,120.84,172.64,51.79,app
O900150,U300261,2026-03-24,True,73.1,104.43,31.33,app
O900151,U300262,2026-03-27,True,140.0,233.04,93.04,app
O900152,U300263,2026-03-03,True,140.0,285.93,145.93,app
O900153,U300265,2026-03-18,True,111.27,158.96,47.69,app
O900154,U300265,2026-03-29,True,140.0,222.8,82.8,app
O900155,U300268,2026-03-04,False,0.0,191.04,191.04,app
O900156,U300272,2026-03-09,True,140.0,208.49,68.49,app
O900157,U300276,2026-03-23,True,140.0,244.4,104.4,app
O900158,U300278,2026-03-02,True,109.71,156.73,47.02,app
O900159,U300279,2026-03-28,True,140.0,262.17,122.17,app
O900160,U300279,2026-03-17,True,69.3,99.0,29.7,app
O900161,U300283,2026-03-11,False,0.0,276.16,276.16,app
O900162,U300287,2026-03-29,False,0.0,225.19,225.19,app
O900163,U300288,2026-03-16,True,140.0,304.04,164.04,web
O900164,U300289,2026-03-09,True,140.0,249.72,109.72,app
O900165,U300289,2026-03-29,True,140.0,222.81,82.81,app
O900166,U300290,2026-03-18,True,140.0,287.63,147.63,app
O900167,U300295,2026-03-11,False,0.0,250.77,250.77,app
O900168,U300296,2026-03-09,True,140.0,241.71,101.71,web
O900169,U300296,2026-03-11,True,69.3,99.0,29.7,app
O900170,U300297,2026-03-26,True,140.0,238.0,98.0,app
O900171,U300298,2026-03-05,False,0.0,239.01,239.01,web
O900172,U300299,2026-03-18,False,0.0,194.68,194.68,app
O900173,U300299,2026-03-27,False,0.0,307.66,307.66,app
O900174,U300299,2026-03-21,False,0.0,187.38,187.38,app
O900175,U300299,2026-03-22,False,0.0,369.95,369.95,app
O900176,U300301,2026-03-27,True,140.0,251.46,111.46,app
O900177,U300301,2026-03-29,True,140.0,324.94,184.94,app
O900178,U300304,2026-03-05,True,116.19,165.98,49.79,app
O900179,U300307,2026-03-22,True,140.0,207.94,67.94,web
O900180,U300307,2026-03-05,True,140.0,248.55,108.55,app
O900181,U300308,2026-03-24,True,126.63,180.9,54.27,
O900182,U300310,2026-03-23,False,0.0,126.16,126.16,web
O900183,U300310,2026-03-18,False,0.0,224.34,224.34,app
O900184,U300312,2026-03-09,False,0.0,252.1,252.1,app
O900185,U300312,2026-03-09,False,0.0,242.22,242.22,app
O900186,U300315,2026-03-01,False,0.0,233.16,233.16,app
O900187,U300315,2026-03-24,False,0.0,236.83,236.83,app
O900188,U300317,2026-03-14,True,132.11,188.72,56.62,app
O900189,U300322,2026-03-28,True,140.0,259.07,119.07,app
O900190,U300323,2026-03-14,True,69.3,99.0,29.7,app
O900191,U300326,2026-03-03,True,140.0,225.28,85.28,app
O900192,U300327,2026-03-04,True,140.0,297.66,157.66,app
O900193,U300329,2026-03-25,True,140.0,206.82,66.82,app
O900194,U300329,2026-03-06,True,69.3,99.0,29.7,app
O900195,U300330,2026-03-15,False,0.0,291.8,291.8,app
O900196,U300330,2026-03-22,False,0.0,201.73,201.73,app
O900197,U300334,2026-03-16,True,140.0,239.21,99.21,app
O900198,U300334,2026-03-17,True,140.0,317.08,177.08,app
O900199,U300336,2026-03-22,True,140.0,225.82,85.82,app
O900200,U300338,2026-03-01,True,127.99,182.84,54.85,app
O900201,U300341,2026-03-13,True,105.68,150.97,45.29,app
O900202,U300343,2026-03-13,False,0.0,225.55,225.55,app
O900203,U300345,2026-03-16,True,140.0,230.84,90.84,app
O900204,U300347,2026-03-25,False,0.0,201.02,201.02,app
O900205,U300349,2026-03-26,True,140.0,295.9,155.9,app
O900206,U300350,2026-03-27,True,140.0,211.87,71.87,app
O900207,U300351,2026-03-04,True,78.57,112.24,33.67,app
O900208,U300352,2026-03-26,False,0.0,258.34,258.34,app
O900209,U300354,2026-03-30,False,0.0,320.24,320.24,app
O900210,U300355,2026-03-08,True,140.0,265.54,125.54,app
O900211,U300355,2026-03-15,True,140.0,235.82,95.82,app
O900212,U300357,2026-03-03,False,0.0,213.61,213.61,app
O900213,U300358,2026-03-20,False,0.0,241.0,241.0,app
O900214,U300363,2026-03-23,False,0.0,232.04,232.04,app
O900215,U300364,2026-03-11,False,0.0,237.85,237.85,app
O900216,U300365,2026-03-29,True,121.79,173.99,52.2,app
O900217,U300368,2026-03-13,False,0.0,179.95,179.95,app
O900218,U300369,2026-03-10,False,0.0,155.87,155.87,app
O900219,U300371,2026-03-29,False,0.0,311.27,311.27,app
O900220,U300374,2026-03-26,True,140.0,311.5,171.5,app
O900221,U300376,2026-03-28,False,0.0,296.78,296.78,app
O900222,U300377,2026-03-07,True,140.0,225.29,85.29,app
O900223,U300377,2026-03-04,True,103.73,148.19,44.46,app
O900224,U300379,2026-03-02,False,0.0,225.45,225.45,app
O900225,U300383,2026-03-22,False,0.0,239.17,239.17,app
O900226,U300384,2026-03-14,True,135.56,193.65,58.1,app
O900227,U300385,2026-03-19,False,0.0,198.21,198.21,app
O900228,U300386,2026-03-16,False,0.0,153.38,153.38,app
O900229,U300388,2026-03-05,False,0.0,214.14,214.14,app
O900230,U300389,2026-03-17,True,140.0,279.24,139.24,app
O900231,U300390,2026-03-22,True,122.17,174.52,52.36,app
O900232,U300393,2026-03-26,True,140.0,304.88,164.88,app
O900233,U300394,2026-03-19,True,140.0,304.35,164.35,app
O900234,U300396,2026-03-23,True,140.0,262.61,122.61,app
O900235,U300402,2026-03-26,True,140.0,265.79,125.79,app
O900236,U300404,2026-03-19,False,0.0,191.5,191.5,app
O900237,U300405,2026-03-12,True,140.0,231.65,91.65,web
O900238,U300407,2026-03-04,True,116.68,166.69,50.01,app
O900239,U300408,2026-03-06,False,0.0,215.87,215.87,app
O900240,U300409,2026-03-05,True,140.0,334.51,194.51,app
O900241,U300409,2026-03-22,True,140.0,245.66,105.66,app
O900242,U300409,2026-03-06,True,91.13,130.19,39.06,app
O900243,U300410,2026-03-21,True,140.0,247.14,107.14,app
O900244,U300413,2026-03-14,False,0.0,233.91,233.91,app
O900245,U300414,2026-03-18,True,140.0,247.73,107.73,web
O900246,U300414,2026-03-06,True,90.17,128.82,38.65,app
O900247,U300414,2026-03-08,True,140.0,280.01,140.01,app
O900248,U300416,2026-03-05,False,0.0,292.54,292.54,app
O900249,U300418,2026-03-29,False,0.0,171.75,171.75,app
O900250,U300419,2026-03-18,True,136.4,194.86,58.46,app
O900251,U300421,2026-03-22,False,0.0,291.83,291.83,app
O900252,U300422,2026-03-08,True,140.0,222.73,82.73,app
O900253,U300423,2026-03-09,False,0.0,121.39,121.39,app
O900254,U300424,2026-03-09,True,126.34,180.49,54.15,app
O900255,U300428,2026-03-08,False,0.0,211.7,211.7,app
O900256,U300429,2026-03-14,False,0.0,227.41,227.41,app
O900257,U300433,2026-03-10,True,114.67,163.82,49.15,app
O900258,U300439,2026-03-23,True,140.0,201.07,61.07,app
O900259,U300441,2026-03-22,True,132.95,189.94,56.98,app
O900260,U300443,2026-03-12,True,107.35,153.36,46.01,app
O900261,U300444,2026-03-10,False,0.0,158.62,158.62,app
O900262,U300445,2026-03-06,False,0.0,118.95,118.95,app
O900263,U300446,2026-03-16,False,0.0,269.45,269.45,app
O900264,U300448,2026-03-21,True,140.0,296.08,156.08,app
O900265,U300449,2026-03-28,True,140.0,284.4,144.4,app
O900266,U300450,2026-03-02,True,140.0,326.49,186.49,app
O900267,U300452,2026-03-04,True,140.0,217.88,77.88,app
O900268,U300454,2026-03-10,True,140.0,223.49,83.49,web
O900269,U300454,2026-03-16,True,101.12,144.45,43.34,app
O900270,U300456,2026-03-12,False,0.0,223.87,223.87,app
O900271,U300456,2026-03-06,False,0.0,272.36,272.36,app
O900272,U300457,2026-03-12,True,140.0,264.56,124.56,app
O900273,U300458,2026-03-27,True,140.0,271.79,131.79,app
O900274,U300461,2026-03-22,True,140.0,215.59,75.59,web
O900275,U300463,2026-03-27,False,0.0,233.89,233.89,app
O900276,U300464,2026-03-02,True,134.65,192.36,57.71,app
O900277,U300464,2026-03-09,True,140.0,218.5,78.5,app
O900278,U300465,2026-03-07,True,140.0,259.28,119.28,app
O900279,U300465,2026-03-28,True,140.0,291.22,151.22,web
O900280,U300469,2026-03-02,False,0.0,263.54,263.54,app
O900281,U300469,2026-03-30,False,0.0,288.06,288.06,app
O900282,U300471,2026-03-29,False,0.0,134.92,134.92,app
O900283,U300474,2026-03-24,False,0.0,195.92,195.92,app
O900284,U300476,2026-03-18,True,140.0,203.94,63.94,web
O900285,U300483,2026-03-17,True,140.0,215.95,75.95,app
O900286,U300486,2026-03-14,True,140.0,224.28,84.28,app
O900287,U300489,2026-03-18,False,0.0,221.24,221.24,app
O900288,U300490,2026-03-15,False,0.0,200.91,200.91,app
O900289,U300490,2026-03-15,False,0.0,146.67,146.67,app
O900290,U300492,2026-03-04,False,0.0,173.09,173.09,app
O900291,U300502,2026-03-19,True,124.61,178.01,53.4,app
O900292,U300505,2026-03-24,False,0.0,162.35,162.35,app
O900293,U300505,2026-03-10,False,0.0,158.41,158.41,app
O900294,U300508,2026-03-05,True,140.0,251.74,111.74,web
O900295,U300511,2026-03-26,False,0.0,207.49,207.49,app
O900296,U300512,2026-03-28,True,132.89,189.85,56.95,app
O900297,U300512,2026-03-15,True,140.0,249.52,109.52,app
O900298,U300512,2026-03-17,True,140.0,212.08,72.08,app
O900299,U300513,2026-03-05,True,110.11,157.29,47.19,app
O900300,U300514,2026-03-05,False,0.0,201.99,201.99,app
O900301,U300519,2026-03-02,False,0.0,214.66,214.66,app
O900302,U300520,2026-03-01,False,0.0,221.0,221.0,app
O900303,U300520,2026-03-06,False,0.0,167.47,167.47,app
O900304,U300520,2026-03-17,False,0.0,170.17,170.17,app
O900305,U300521,2026-03-02,True,123.69,176.69,53.01,app
O900306,U300526,2026-03-10,True,87.89,125.55,37.67,app
O900307,U300526,2026-03-10,True,140.0,245.52,105.52,app
O900308,U300527,2026-03-01,False,0.0,160.22,160.22,app
O900309,U300527,2026-03-14,False,0.0,180.69,180.69,app
O900310,U300529,2026-03-28,False,0.0,207.54,207.54,app
O900311,U300530,2026-03-17,True,132.53,189.33,56.8,app
O900312,U300531,2026-03-23,True,107.18,153.12,45.94,app
O900313,U300532,2026-03-09,True,140.0,218.75,78.75,app
O900314,U300533,2026-03-11,False,0.0,254.11,254.11,app
O900315,U300533,2026-03-09,False,0.0,245.98,245.98,web
O900316,U300535,2026-03-20,True,74.73,106.75,32.03,app
O900317,U300535,2026-03-08,True,120.72,172.46,51.74,app
O900318,U300536,2026-03-15,False,0.0,208.93,208.93,app
O900319,U300537,2026-03-22,True,140.0,239.76,99.76,app
O900320,U300537,2026-03-07,True,137.25,196.08,58.82,app
O900321,U300540,2026-03-15,True,140.0,285.85,145.85,app
O900322,U300542,2026-03-21,False,0.0,255.27,255.27,app
O900323,U300543,2026-03-28,True,69.3,99.0,29.7,app
O900324,U300545,2026-03-16,False,0.0,251.19,251.19,app
O900325,U300548,2026-03-19,True,74.61,106.58,31.97,app
O900326,U300550,2026-03-19,True,69.3,99.0,29.7,app
O900327,U300551,2026-03-19,False,0.0,274.06,274.06,app
O900328,U300554,2026-03-25,False,0.0,215.07,215.07,app
O900329,U300554,2026-03-19,False,0.0,161.63,161.63,app
O900330,U300557,2026-03-06,False,0.0,148.2,148.2,app
O900331,U300560,2026-03-08,True,140.0,285.18,145.18,web
O900332,U300560,2026-03-06,True,140.0,326.2,186.2,app
O900333,U300561,2026-03-09,True,140.0,215.97,75.97,app
O900334,U300564,2026-03-07,True,140.0,242.31,102.31,app
O900335,U300564,2026-03-08,True,140.0,284.61,144.61,app
O900336,U300567,2026-03-07,True,140.0,257.07,117.07,app
O900337,U300569,2026-03-02,True,140.0,311.4,171.4,app
O900338,U300573,2026-03-29,False,0.0,165.7,165.7,app
O900339,U300575,2026-03-06,True,136.69,195.28,58.58,app
O900340,U300576,2026-03-29,True,140.0,238.33,98.33,app
O900341,U300577,2026-03-18,True,129.34,184.77,55.43,app
O900342,U300579,2026-03-21,False,0.0,235.7,235.7,app
O900343,U300579,2026-03-29,False,0.0,262.34,262.34,app
O900344,U300580,2026-03-22,False,0.0,160.87,160.87,app
O900345,U300580,2026-03-12,False,0.0,193.29,193.29,app
O900346,U300584,2026-03-02,True,140.0,271.45,131.45,web
O900347,U300585,2026-03-27,False,0.0,185.38,185.38,app
O900348,U300594,2026-03-27,False,0.0,224.43,224.43,app
O900349,U300595,2026-03-19,False,0.0,205.23,205.23,web
O900350,U300598,2026-03-14,False,0.0,198.83,198.83,app
O900351,U300600,2026-03-06,True,140.0,211.74,71.74,app
O900352,U300601,2026-03-26,True,69.3,99.0,29.7,app
O900353,U300602,2026-03-02,False,0.0,153.38,153.38,app
O900354,U300605,2026-03-08,False,0.0,153.77,153.77,app
O900355,U300608,2026-03-28,True,136.6,195.14,58.54,app
O900356,U300610,2026-03-27,False,0.0,318.09,318.09,app
O900357,U300611,2026-03-16,False,0.0,195.82,195.82,app
O900358,U300611,2026-03-12,False,0.0,217.32,217.32,app
O900359,U300613,2026-03-24,True,139.7,199.57,59.87,app
O900360,U300615,2026-03-24,True,140.0,240.42,100.42,app
O900361,U300619,2026-03-30,True,140.0,283.66,143.66,app
O900362,U300622,2026-03-04,False,0.0,207.43,207.43,app
O900363,U300623,2026-03-02,True,134.33,191.91,57.57,app
O900364,U300624,2026-03-18,True,140.0,208.81,68.81,app
O900365,U300627,2026-03-21,True,73.16,104.51,31.35,app
O900366,U300627,2026-03-04,True,106.58,152.25,45.68,app
O900367,U300628,2026-03-10,False,0.0,196.81,196.81,app
O900368,U300632,2026-03-15,False,0.0,152.36,152.36,app
O900369,U300636,2026-03-20,True,94.71,135.29,40.59,app
O900370,U300637,2026-03-15,True,140.0,223.41,83.41,
O900371,U300637,2026-03-28,True,140.0,247.57,107.57,app
O900372,U300639,2026-03-30,True,140.0,220.97,80.97,app
O900373,U300640,2026-03-07,False,0.0,195.1,195.1,app
O900374,U300641,2026-03-23,True,86.65,123.78,37.14,app
O900375,U300643,2026-03-26,True,130.79,186.84,56.05,app
O900376,U300643,2026-03-21,True,140.0,210.82,70.82,app
O900377,U300646,2026-03-05,True,140.0,228.66,88.66,app
O900378,U300648,2026-03-12,False,0.0,203.3,203.3,app
O900379,U300648,2026-03-24,False,0.0,273.49,273.49,app
O900380,U300651,2026-03-02,False,0.0,185.51,185.51,app
O900381,U300654,2026-03-03,True,130.9,186.99,56.1,app
O900382,U300655,2026-03-11,True,140.0,268.82,128.82,app
O900383,U300655,2026-03-12,True,135.58,193.69,58.11,app
O900384,U300657,2026-03-16,True,133.97,191.39,57.42,app
O900385,U300660,2026-03-30,True,140.0,328.4,188.4,app
O900386,U300661,2026-03-30,True,123.93,177.05,53.11,app
O900387,U300664,2026-03-06,False,0.0,217.86,217.86,app
O900388,U300666,2026-03-12,False,0.0,185.49,185.49,app
O900389,U300666,2026-03-07,False,0.0,111.5,111.5,app
O900390,U300666,2026-03-21,False,0.0,261.4,261.4,app
O900391,U300666,2026-03-21,False,0.0,138.09,138.09,app
O900392,U300667,2026-03-30,True,118.28,168.97,50.69,app
O900393,U300668,2026-03-25,False,0.0,99.0,99.0,app
O900394,U300669,2026-03-19,True,139.73,199.61,59.88,app
O900395,U300669,2026-03-26,True,93.84,134.06,40.22,app
O900396,U300672,2026-03-19,False,0.0,240.45,240.45,app
O900397,U300673,2026-03-12,False,0.0,173.93,173.93,
O900398,U300675,2026-03-21,False,0.0,234.59,234.59,app
O900399,U300676,2026-03-30,False,0.0,141.97,141.97,app
O900400,U300676,2026-03-23,False,0.0,250.43,250.43,app
O900401,U300677,2026-03-15,True,114.04,162.91,48.87,app
O900402,U300678,2026-03-01,True,102.48,146.41,43.92,web
O900403,U300679,2026-03-10,False,0.0,190.85,190.85,app
O900404,U300679,2026-03-08,False,0.0,173.76,173.76,app
O900405,U300680,2026-03-26,False,0.0,185.68,185.68,app
O900406,U300682,2026-03-06,True,140.0,204.94,64.94,app
O900407,U300682,2026-03-14,True,140.0,269.18,129.18,app
O900408,U300684,2026-03-12,True,98.64,140.91,42.27,app
O900409,U300684,2026-03-11,True,140.0,268.11,128.11,web
O900410,U300686,2026-03-15,True,140.0,241.05,101.05,app
O900411,U300688,2026-03-17,False,0.0,254.12,254.12,app
O900412,U300688,2026-03-11,False,0.0,358.63,358.63,app
O900413,U300689,2026-03-03,True,140.0,334.18,194.18,app
O900414,U300689,2026-03-07,True,140.0,244.53,104.53,app
O900415,U300692,2026-03-29,True,140.0,326.8,186.8,app
O900416,U300695,2026-03-30,False,0.0,129.62,129.62,app
O900417,U300696,2026-03-13,True,116.33,166.19,49.86,app
O900418,U300697,2026-03-05,True,102.97,147.1,44.13,app
O900419,U300699,2026-03-01,True,84.94,121.35,36.4,app
O900420,U300701,2026-03-19,True,114.05,162.93,48.88,app
O900421,U300702,2026-03-17,True,140.0,316.12,176.12,app
O900422,U300702,2026-03-23,True,140.0,249.44,109.44,app
O900423,U300703,2026-03-13,False,0.0,162.57,162.57,app
O900424,U300704,2026-03-09,True,140.0,223.15,83.15,app
O900425,U300709,2026-03-01,True,140.0,243.63,103.63,app
O900426,U300710,2026-03-19,False,0.0,231.71,231.71,app
O900427,U300710,2026-03-02,False,0.0,286.3,286.3,app
O900428,U300715,2026-03-17,False,0.0,233.3,233.3,app
O900429,U300717,2026-03-14,True,128.48,183.55,55.06,app
O900430,U300719,2026-03-13,True,140.0,219.14,79.14,web
O900431,U300719,2026-03-21,True,140.0,203.92,63.92,app
O900432,U300720,2026-03-25,True,117.88,168.41,50.52,app
O900433,U300720,2026-03-18,True,137.0,195.71,58.71,app
O900434,U300721,2026-03-03,True,140.0,201.79,61.79,app
O900435,U300721,2026-03-15,True,108.39,154.84,46.45,app
O900436,U300723,2026-03-22,True,140.0,241.92,101.92,app
O900437,U300726,2026-03-12,True,128.95,184.21,55.26,app
O900438,U300727,2026-03-28,False,0.0,170.83,170.83,app
O900439,U300727,2026-03-27,False,0.0,270.98,270.98,app
O900440,U300729,2026-03-03,False,0.0,235.58,235.58,app
O900441,U300730,2026-03-07,True,120.32,171.88,51.56,app
O900442,U300735,2026-03-12,True,140.0,271.6,131.6,app
O900443,U300736,2026-03-08,True,140.0,210.41,70.41,app
O900444,U300737,2026-03-13,False,0.0,248.89,248.89,app
O900445,U300739,2026-03-25,False,0.0,163.55,163.55,web
O900446,U300739,2026-03-18,False,0.0,266.78,266.78,app
O900447,U300740,2026-03-03,False,0.0,99.0,99.0,web
O900448,U300741,2026-03-29,True,140.0,215.26,75.26,app
O900449,U300745,2026-03-28,False,0.0,258.15,258.15,app
