user_id,segment,city_tier,signup_date,historical_order_count,days_since_last_order,discount_shown,converted
U300208,active,tier_1,2025-02-28,4,6,True,False
U300209,active,tier_3,2024-07-15,1,5,True,True
U300210,active,tier_1,2024-06-13,5,6,True,True
U300211,lapsed,tier_2,2024-11-28,3,115,True,True
U300212,active,tier_2,2025-03-18,4,17,True,True
U300213,active,tier_3,2025-10-24,4,16,True,True
U300214,high_frequency,tier_3,2024-05-20,19,2,False,False
U300215,active,tier_1,2025-11-11,10,6,True,True
U300216,active,tier_3,2025-06-13,15,8,False,False
U300217,high_frequency,tier_2,2024-04-26,17,2,True,True
U300218,high_frequency,tier_1,2025-12-31,17,4,True,True
U300219,lapsed,tier_1,2024-07-22,4,170,True,False
U300220,active,tier_1,2025-01-08,8,7,False,True
U300221,active,tier_1,2024-06-22,10,15,False,False
U300222,active,tier_3,2025-01-01,6,9,True,True
U300223,high_frequency,tier_2,2024-07-22,16,3,False,True
U300224,new,tier_2,2025-10-30,0,9999,False,True
U300225,high_frequency,tier_1,2025-10-01,14,2,False,True
U300226,active,tier_3,2025-01-04,5,18,False,False
U300227,new,tier_3,2024-08-02,0,9999,False,False
U300228,high_frequency,tier_1,2025-11-28,13,2,True,True
U300229,lapsed,tier_1,2024-07-26,2,64,True,True
U300230,new,tier_2,2025-07-06,0,9999,False,False
U300231,active,tier_1,2025-04-15,5,5,False,False
U300232,new,tier_2,2025-06-20,0,9999,False,False
U300233,lapsed,tier_1,2025-03-12,3,153,False,False
U300234,high_frequency,tier_2,2024-06-28,25,1,True,True
U300235,active,tier_3,2025-09-06,10,7,False,True
U300236,active,tier_2,2025-09-26,4,5,True,False
U300237,new,tier_2,2026-01-11,0,9999,False,True
U300238,new,tier_2,2026-02-17,0,9999,False,False
U300239,new,tier_2,2025-01-27,0,9999,True,False
U300240,lapsed,tier_1,2025-08-21,8,84,False,False
U300241,active,tier_2,2025-09-13,10,5,True,False
U300242,active,tier_3,2025-11-26,3,17,False,False
U300243,active,tier_2,2025-07-12,1,4,True,True
U300244,active,tier_2,2024-08-12,6,7,True,True
U300245,lapsed,tier_2,2024-11-11,5,149,True,False
U300246,active,tier_2,2025-02-10,3,8,False,True
U300247,active,tier_3,2025-09-09,5,15,False,True
U300248,high_frequency,tier_2,2024-12-31,20,3,False,True
U300249,high_frequency,tier_3,2024-04-14,22,4,False,True
U300250,active,tier_2,2025-04-03,8,19,True,True
U300251,active,tier_2,2025-06-14,5,3,True,False
U300252,active,tier_1,2024-09-25,3,7,True,True
U300253,active,tier_1,2025-04-11,10,13,True,True
U300254,high_frequency,tier_1,2025-11-27,23,3,True,True
U300255,active,tier_3,2025-11-14,4,10,True,True
U300256,active,tier_2,2024-09-24,9,16,False,True
U300257,high_frequency,tier_2,2024-09-03,20,1,False,False
U300258,lapsed,tier_1,2024-09-03,3,87,False,False
U300259,new,tier_1,2024-10-18,0,9999,True,False
U300260,active,tier_3,2025-08-19,5,5,True,True
U300261,high_frequency,tier_1,2024-11-26,16,1,True,True
U300262,lapsed,tier_2,2024-06-09,2,152,True,True
U300263,active,tier_1,2025-09-09,8,19,True,True
U300264,active,tier_2,2024-07-24,8,12,False,False
U300265,lapsed,tier_2,2025-03-17,3,170,True,True
U300266,lapsed,tier_1,2024-07-18,9,92,False,False
U300267,new,tier_3,2025-03-26,0,9999,False,False
U300268,active,tier_1,2024-04-10,10,6,False,True
U300269,lapsed,tier_2,2025-04-27,3,175,False,False
U300270,new,tier_1,2025-11-11,0,9999,False,False
U300271,active,tier_1,2025-03-19,6,12,True,False
U300272,lapsed,tier_2,2025-06-24,2,80,True,True
U300273,active,tier_1,2024-05-02,4,17,True,False
U300274,lapsed,tier_1,2025-01-06,3,96,False,False
U300275,new,tier_1,2025-06-03,0,9999,False,False
U300276,high_frequency,tier_2,2025-09-10,18,1,True,True
U300277,lapsed,tier_1,2025-10-09,2,100,False,False
U300278,high_frequency,tier_2,2025-04-09,14,4,True,True
U300279,active,tier_3,2025-01-18,11,18,True,True
U300280,active,tier_3,2025-12-28,10,8,False,False
U300281,active,tier_1,2024-09-12,9,20,True,False
U300282,new,tier_1,2024-05-02,0,9999,True,False
U300283,active,tier_3,2024-10-24,6,10,False,True
U300284,active,tier_1,2024-12-17,7,5,False,False
U300285,high_frequency,tier_1,2025-08-17,19,2,True,False
U300286,new,tier_1,2024-06-23,0,9999,True,False
U300287,new,tier_3,2025-08-13,0,9999,False,True
U300288,lapsed,tier_3,2026-02-17,1,80,True,True
U300289,high_frequency,tier_3,2025-10-17,21,1,True,True
U300290,active,tier_2,2025-05-18,3,5,True,True
U300291,high_frequency,tier_2,2024-07-20,15,3,False,False
U300292,lapsed,tier_3,2025-12-26,1,73,False,False
U300293,lapsed,tier_2,2025-11-15,4,99,False,False
U300294,lapsed,tier_1,2025-02-21,3,161,True,False
U300295,active,tier_1,2024-05-06,8,20,False,True
U300296,lapsed,tier_3,2026-01-30,9,103,True,True
U300297,lapsed,tier_3,2024-04-27,5,118,True,True
U300298,high_frequency,tier_3,2024-12-23,13,1,False,True
U300299,high_frequency,tier_1,2025-10-29,20,3,False,True
U300300,lapsed,tier_3,2025-04-04,3,177,True,False
U300301,high_frequency,tier_1,2025-11-13,23,3,True,True
U300302,new,tier_1,2025-03-28,0,9999,False,False
U300303,new,tier_1,2024-12-29,0,9999,False,False
U300304,active,tier_1,2026-01-05,8,12,True,True
U300305,new,tier_2,2024-12-23,0,9999,False,False
U300306,lapsed,tier_1,2025-05-27,3,155,True,False
U300307,new,tier_2,2024-11-21,0,9999,True,True
U300308,high_frequency,tier_2,2024-04-28,15,0,True,True
U300309,new,tier_2,2025-10-18,0,9999,False,False
U300310,lapsed,tier_1,2024-11-19,5,127,False,True
U300311,new,tier_3,2025-11-12,0,9999,False,False
U300312,high_frequency,tier_3,2025-12-09,11,4,False,True
U300313,active,tier_1,2025-12-20,5,5,True,False
U300314,active,tier_2,2024-05-12,5,13,True,False
U300315,active,tier_3,2024-07-17,3,15,False,True
U300316,lapsed,tier_2,2025-09-09,6,126,True,False
U300317,high_frequency,tier_2,2025-02-27,15,0,True,True
U300318,lapsed,tier_2,2024-11-29,3,121,True,False
U300319,new,tier_1,2025-12-06,0,9999,False,False
U300320,active,tier_2,2024-09-21,8,13,False,False
U300321,active,tier_1,2025-05-20,8,13,True,False
U300322,active,tier_1,2024-07-01,6,3,True,True
U300323,high_frequency,tier_3,2024-11-14,20,2,True,True
U300324,lapsed,tier_1,2025-08-31,6,120,False,False
U300325,lapsed,tier_3,2025-05-12,4,130,False,False
U300326,active,tier_1,2026-02-18,6,8,True,True
U300327,active,tier_2,2025-02-08,8,10,True,True
U300328,active,tier_1,2025-03-05,9,7,True,False
U300329,active,tier_1,2025-09-20,3,16,True,True
U300330,lapsed,tier_2,2024-04-26,6,152,False,True
U300331,active,tier_1,2024-08-29,2,8,False,False
U300332,lapsed,tier_3,2025-10-10,3,93,False,False
U300333,active,tier_1,2025-09-05,2,18,False,False
U300334,lapsed,tier_1,2025-01-06,4,108,True,True
U300335,new,tier_3,2024-08-03,0,9999,True,False
U300336,high_frequency,tier_2,2025-08-15,18,2,True,True
U300337,new,tier_2,2024-10-15,0,9999,False,False
U300338,active,tier_2,2025-07-18,6,11,True,True
U300339,lapsed,tier_2,2024-06-18,3,149,False,False
U300340,active,tier_1,2025-09-24,4,6,True,False
U300341,new,tier_2,2024-04-15,0,9999,True,True
U300342,new,tier_3,2026-02-24,0,9999,True,False
U300343,active,tier_3,2024-05-14,4,17,False,True
U300344,active,tier_2,2025-02-24,9,3,False,False
U300345,high_frequency,tier_3,2025-08-15,22,2,True,True
U300346,lapsed,tier_1,2025-02-28,7,135,True,False
U300347,active,tier_2,2025-05-02,6,12,False,True
U300348,lapsed,tier_2,2024-10-07,3,148,False,False
U300349,active,tier_1,2026-01-25,6,19,True,True
U300350,active,tier_1,2024-11-23,9,12,True,True
U300351,high_frequency,tier_1,2025-05-24,18,1,True,True
U300352,high_frequency,tier_2,2025-10-22,23,2,False,True
U300353,new,tier_1,2024-08-06,0,9999,True,False
U300354,active,tier_3,2024-08-10,8,4,False,True
U300355,lapsed,tier_2,2024-11-03,6,154,True,True
U300356,active,tier_2,2024-04-09,1,10,True,False
U300357,active,tier_2,2025-01-21,7,8,False,True
U300358,new,tier_1,2024-05-19,0,9999,False,True
U300359,high_frequency,tier_3,2025-09-10,18,2,False,False
U300360,new,tier_1,2025-11-06,0,9999,True,False
U300361,lapsed,tier_3,2025-12-12,7,140,False,False
U300362,new,tier_1,2024-12-21,0,9999,True,False
U300363,active,tier_3,2024-08-14,10,12,False,True
U300364,high_frequency,tier_1,2025-09-28,19,3,False,True
U300365,new,tier_1,2024-06-10,0,9999,True,True
U300366,lapsed,tier_1,2024-07-17,6,75,False,False
U300367,active,tier_3,2026-02-26,10,13,False,False
U300368,high_frequency,tier_1,2025-10-12,16,1,False,True
U300369,active,tier_3,2025-02-12,5,3,False,True
U300370,active,tier_3,2025-04-11,5,9,True,False
U300371,high_frequency,tier_2,2024-12-23,16,0,False,True
U300372,new,tier_1,2024-06-29,0,9999,True,False
U300373,active,tier_2,2024-10-27,9,5,False,False
U300374,high_frequency,tier_1,2024-06-21,14,3,True,True
U300375,active,tier_1,2025-08-16,6,18,False,False
U300376,lapsed,tier_1,2025-02-25,6,153,False,True
U300377,high_frequency,tier_2,2024-10-14,18,4,True,True
U300378,lapsed,tier_1,2025-08-02,6,158,False,False
U300379,high_frequency,tier_2,2024-12-09,15,2,False,True
U300380,lapsed,tier_1,2024-04-24,1,138,False,False
U300381,lapsed,tier_1,2025-10-08,5,97,True,False
U300382,new,tier_2,2025-01-13,0,9999,True,False
U300383,high_frequency,tier_2,2025-03-12,13,3,False,True
U300384,active,tier_2,2024-11-17,3,10,True,True
U300385,active,tier_3,2024-05-03,5,19,False,True
U300386,active,tier_2,2026-02-22,9,9,False,True
U300387,active,tier_1,2025-06-12,11,20,False,False
U300388,high_frequency,tier_1,2024-06-05,25,2,False,True
U300389,lapsed,tier_1,2025-08-04,6,64,True,True
U300390,active,tier_3,2025-02-24,5,7,True,True
U300391,new,tier_1,2025-04-15,0,9999,False,False
U300392,lapsed,tier_1,2025-09-08,4,139,False,False
U300393,lapsed,tier_1,2024-05-11,6,71,True,True
U300394,high_frequency,tier_3,2024-07-28,20,1,True,True
U300395,lapsed,tier_3,2024-12-18,1,141,True,False
U300396,active,tier_1,2025-04-12,5,3,True,True
U300397,lapsed,tier_2,2024-05-06,3,141,False,False
U300398,new,tier_1,2025-04-01,0,9999,False,False
U300399,active,tier_1,2025-03-29,3,10,False,False
U300400,lapsed,tier_2,2024-07-01,2,115,False,False
U300401,lapsed,tier_2,2024-08-01,4,71,True,False
U300402,high_frequency,tier_1,2025-10-02,21,3,True,True
U300403,new,tier_1,2026-01-28,0,9999,False,False
U300404,high_frequency,tier_1,2025-01-01,13,0,False,True
U300405,active,tier_1,2024-07-06,6,18,True,True
U300406,new,tier_2,2024-12-22,0,9999,False,False
U300407,active,tier_3,2025-12-14,5,12,True,True
U300408,lapsed,tier_1,2025-01-25,4,134,False,True
U300409,active,tier_1,2025-02-16,3,14,True,True
U300410,active,tier_3,2025-06-22,8,10,True,True
U300411,high_frequency,tier_1,2024-09-17,19,0,True,False
U300412,active,tier_2,2025-01-04,4,18,True,False
U300413,high_frequency,tier_1,2024-09-09,14,2,False,True
U300414,active,tier_2,2025-09-30,6,19,True,True
U300415,new,tier_1,2024-06-18,0,9999,False,False
U300416,active,tier_2,2025-06-18,9,14,False,True
U300417,lapsed,tier_2,2026-01-06,4,78,False,False
U300418,active,tier_3,2025-09-26,6,10,False,True
U300419,active,tier_3,2024-08-28,6,4,True,True
U300420,lapsed,tier_1,2024-05-17,3,159,True,False
U300421,high_frequency,tier_3,2025-06-29,20,1,False,True
U300422,lapsed,tier_1,2024-08-19,8,141,True,True
U300423,lapsed,tier_1,2025-08-08,4,166,False,True
U300424,active,tier_2,2025-08-06,4,7,True,True
U300425,lapsed,tier_3,2025-06-15,4,147,True,False
U300426,lapsed,tier_3,2024-07-09,2,63,False,False
U300427,new,tier_1,2024-08-14,0,9999,True,False
U300428,high_frequency,tier_1,2025-12-02,20,2,False,True
U300429,active,tier_2,2025-11-24,4,20,False,True
U300430,active,tier_1,2025-11-29,4,14,True,False
U300431,active,tier_1,2025-12-17,3,14,True,False
U300432,lapsed,tier_3,2025-10-08,2,102,False,False
U300433,active,tier_2,2025-02-14,4,11,True,True
U300434,lapsed,tier_2,2025-06-23,3,129,True,False
U300435,active,tier_1,2024-09-11,5,14,True,False
U300436,active,tier_3,2025-12-09,6,17,True,False
U300437,active,tier_1,2024-09-20,10,20,False,False
U300438,new,tier_3,2024-05-15,0,9999,False,False
U300439,new,tier_2,2025-06-25,0,9999,True,True
U300440,lapsed,tier_1,2025-08-31,7,88,False,False
U300441,new,tier_2,2024-04-13,0,9999,True,True
U300442,lapsed,tier_2,2025-10-17,2,145,False,False
U300443,high_frequency,tier_3,2024-12-22,16,0,True,True
U300444,high_frequency,tier_2,2024-11-11,18,0,False,True
U300445,new,tier_2,2024-10-04,0,9999,False,True
U300446,active,tier_2,2025-08-10,4,17,False,True
U300447,lapsed,tier_3,2025-05-01,7,168,False,False
U300448,active,tier_3,2024-06-18,5,16,True,True
U300449,active,tier_2,2025-05-13,6,9,True,True
U300450,high_frequency,tier_1,2025-08-30,16,1,True,True
U300451,new,tier_2,2026-01-02,0,9999,True,False
U300452,high_frequency,tier_2,2024-05-23,24,3,True,True
U300453,lapsed,tier_3,2024-10-15,5,148,False,False
U300454,new,tier_1,2024-09-03,0,9999,True,True
U300455,active,tier_1,2024-09-09,5,17,True,False
U300456,active,tier_2,2026-02-16,3,12,False,True
U300457,high_frequency,tier_3,2026-01-27,19,2,True,True
U300458,new,tier_1,2024-05-31,0,9999,True,True
U300459,high_frequency,tier_1,2025-11-18,26,1,True,False
U300460,new,tier_2,2024-10-05,0,9999,False,False
U300461,active,tier_1,2025-07-16,5,8,True,True
U300462,new,tier_1,2024-08-06,0,9999,False,False
U300463,high_frequency,tier_2,2025-04-05,20,4,False,True
U300464,high_frequency,tier_1,2024-11-01,27,3,True,True
U300465,active,tier_1,2025-09-29,1,7,True,True
U300466,lapsed,tier_2,2025-12-29,1,149,True,False
U300467,new,tier_1,2025-08-04,0,9999,True,False
U300468,lapsed,tier_1,2024-05-02,5,74,False,False
U300469,active,tier_1,2024-05-06,5,4,False,True
U300470,lapsed,tier_2,2024-05-26,3,168,False,False
U300471,active,tier_1,2024-07-14,9,17,False,True
U300472,lapsed,tier_2,2026-02-13,6,150,False,False
U300473,active,tier_2,2024-04-01,7,20,True,False
U300474,active,tier_2,2025-02-09,7,5,False,True
U300475,active,tier_1,2026-01-03,5,12,True,False
U300476,active,tier_1,2025-11-27,3,4,True,True
U300477,active,tier_2,2025-10-03,12,12,True,False
U300478,lapsed,tier_2,2024-10-19,4,168,True,False
U300479,lapsed,tier_2,2024-05-26,6,64,False,False
U300480,new,tier_3,2025-12-12,0,9999,False,False
U300481,lapsed,tier_1,2024-10-09,2,81,False,False
U300482,new,tier_1,2026-01-06,0,9999,True,False
U300483,lapsed,tier_2,2025-03-08,3,148,True,True
U300484,lapsed,tier_3,2024-05-29,6,126,False,False
U300485,lapsed,tier_1,2025-07-23,3,92,True,False
U300486,lapsed,tier_1,2024-09-05,9,142,True,True
U300487,active,tier_1,2025-06-23,6,17,True,False
U300488,high_frequency,tier_1,2024-04-29,23,4,False,False
U300489,high_frequency,tier_3,2024-10-13,17,3,False,True
U300490,active,tier_3,2024-10-18,3,7,False,True
U300491,active,tier_1,2026-03-01,4,7,False,False
U300492,high_frequency,tier_3,2024-08-28,16,3,False,True
U300493,lapsed,tier_2,2025-03-07,6,179,True,False
U300494,new,tier_3,2025-07-22,0,9999,False,False
U300495,active,tier_2,2025-08-29,8,12,False,False
U300496,new,tier_2,2025-10-14,0,9999,False,False
U300497,active,tier_3,2024-08-15,10,10,True,False
U300498,active,tier_3,2025-12-09,4,13,False,False
U300499,new,tier_1,2025-07-05,0,9999,True,False
U300500,lapsed,tier_2,2024-06-03,8,147,False,False
