user_id,segment,predicted_uplift
U300532,active,0.08359733776922829
U300533,lapsed,0.2634587744031232
U300534,active,0.08333961867013884
U300535,new,0.23196342468830272
U300536,high_frequency,0.029418162340384968
U300537,high_frequency,0.03009195652051555
U300538,new,0.23196342468830272
U300539,high_frequency,0.029421528943775588
U300540,active,0.08318046536484303
U300541,new,0.23071458292338445
U300542,active,0.08471603414777817
U300543,new,0.23196342468830272
U300544,active,0.08342598952648761
U300545,high_frequency,0.029853377397188186
U300546,active,0.08342124878312329
U300547,lapsed,0.2603674084308113
U300548,active,0.08358578917984738
U300549,new,0.23196342468830272
U300550,high_frequency,0.029419845634483632
U300551,high_frequency,0.029454665849425687
U300552,new,0.23071458292338445
U300553,active,0.08309639317117479
U300554,active,0.08379375278418222
U300555,lapsed,0.26257031192254804
U300556,active,0.0832961324937248
U300557,new,0.23196342468830272
U300558,active,0.08358961087830341
U300559,lapsed,0.25715144469928297
U300560,high_frequency,0.02945209172588581
U300561,new,0.22759105381186867
U300562,lapsed,0.25595175173214135
U300563,lapsed,0.2600317372734039
U300564,active,0.08296628242852
U300565,active,0.08406360167384985
U300566,new,0.23071458292338445
U300567,active,0.08296628242852
U300568,lapsed,0.2649662047674849
U300569,active,0.08334919555528542
U300570,lapsed,0.2663574427027519
U300571,lapsed,0.26448227255993206
U300572,new,0.23071458292338445
U300573,active,0.08406292200213494
U300574,active,0.08309474847880127
U300575,active,0.08282068941092924
U300576,lapsed,0.26210135733874684
U300577,new,0.22759105381186867
U300578,active,0.083906329686664
U300579,lapsed,0.2652448857717445
U300580,active,0.0832261864686612
U300581,new,0.23196342468830272
U300582,high_frequency,0.029722639277911966
U300583,high_frequency,0.028883518004450215
U300584,active,0.0836050566031038
U300585,high_frequency,0.02928602281131687
U300586,active,0.0838322434147909
U300587,new,0.23196342468830272
U300588,lapsed,0.2630808592073605
U300589,new,0.23196342468830272
U300590,active,0.0834609105427907
U300591,lapsed,0.26258328056152913
U300592,active,0.08371611699857007
U300593,new,0.23071458292338445
U300594,high_frequency,0.02945714256406573
U300595,active,0.08367014915155169
U300596,active,0.08383892194237186
U300597,active,0.08429657786840283
U300598,high_frequency,0.03119573486966365
U300599,active,0.08321808516590212
U300600,active,0.08304335121796691
U300601,lapsed,0.26289449330679426
U300602,high_frequency,0.03026030049635675
U300603,lapsed,0.26128510531054294
U300604,high_frequency,0.028520858690659012
U300605,active,0.08360124286766069
U300606,active,0.08344177123431618
U300607,new,0.23196342468830272
U300608,active,0.08322456684044732
U300609,active,0.08309639317117479
U300610,high_frequency,0.029823550767518747
U300611,high_frequency,0.029013653630993286
U300612,new,0.23196342468830272
U300613,lapsed,0.2640916899673392
U300614,high_frequency,0.02971758187480611
U300615,high_frequency,0.02879064050771485
U300616,active,0.08417804830314901
U300617,lapsed,0.26464252119589926
U300618,lapsed,0.2637159559043333
U300619,new,0.23071458292338445
U300620,new,0.23071458292338445
U300621,lapsed,0.2643446594160096
U300622,active,0.08378773889816904
U300623,lapsed,0.26282765553887877
U300624,new,0.23071458292338445
U300625,new,0.23071458292338445
U300626,lapsed,0.25929121789586757
U300627,active,0.08355993495732794
U300628,active,0.08414868333314851
U300629,lapsed,0.26290745905136353
U300630,new,0.23071458292338445
U300631,new,0.23196342468830272
U300632,active,0.0828257760635831
U300633,lapsed,0.2586085282311948
U300634,active,0.0846195288760524
U300635,active,0.08391666882120352
U300636,lapsed,0.2613500014487598
U300637,high_frequency,0.029419845634483632
U300638,active,0.08428824297180049
U300639,lapsed,0.25841765256303617
U300640,active,0.08343230604481233
U300641,active,0.08355993495732794
U300642,lapsed,0.2631975313652205
U300643,active,0.08320510664618486
U300644,lapsed,0.26027851086664866
U300645,active,0.0834609105427907
U300646,lapsed,0.2644632271354209
U300647,active,0.0832961324937248
U300648,active,0.08414156348688395
U300649,new,0.23071458292338445
U300650,active,0.08329452660565928
U300651,lapsed,0.259297333000031
U300652,new,0.23071458292338445
U300653,lapsed,0.26266108998791865
U300654,high_frequency,0.028788173982393972
U300655,high_frequency,0.028524205411251558
U300656,active,0.08335557378121572
U300657,active,0.08355372298483676
U300658,active,0.0834561910498236
U300659,lapsed,0.2612919765477062
U300660,high_frequency,0.03012350207404524
U300661,lapsed,0.26375482982996795
U300662,lapsed,0.26233685697318976
U300663,lapsed,0.264461222254183
U300664,active,0.0829612736655767
U300665,new,0.23071458292338445
U300666,high_frequency,0.028389521045385835
U300667,active,0.08355993495732794
U300668,active,0.08379375278418222
U300669,active,0.08371003636274554
U300670,lapsed,0.25903542857307643
U300671,active,0.08347662137889356
U300672,active,0.0839617998351887
U300673,active,0.08344019450192408
U300674,lapsed,0.26105556327813223
U300675,active,0.08395886755501325
U300676,high_frequency,0.02958771754631262
U300677,high_frequency,0.02982017766427092
U300678,high_frequency,0.030926665479670268
U300679,active,0.0833507905891715
U300680,active,0.08405859173032482
U300681,lapsed,0.2647351654386333
U300682,lapsed,0.2617591681325758
U300683,active,0.0835443953795777
U300684,active,0.08441000193586456
U300685,new,0.23071458292338445
U300686,high_frequency,0.02971758187480611
U300687,new,0.23071458292338445
U300688,high_frequency,0.02981680460921088
U300689,active,0.0842910226056024
U300690,lapsed,0.26297228601395956
U300691,new,0.22759105381186867
U300692,active,0.08307498767930088
U300693,active,0.08356924326547444
U300694,lapsed,0.25704537910571645
U300695,new,0.23196342468830272
U300696,high_frequency,0.029550395640632887
U300697,high_frequency,0.029853377397188186
U300698,active,0.08367320705715509
U300699,new,0.23071458292338445
U300700,active,0.0839255181632157
U300701,active,0.08371540117967768
U300702,lapsed,0.26297228601395956
U300703,high_frequency,0.029052541324424586
U300704,lapsed,0.2626870255436079
U300705,lapsed,0.2630739960802313
U300706,high_frequency,0.02945377532368676
U300707,lapsed,0.26258328056152913
U300708,active,0.08440864124701675
U300709,new,0.23071458292338445
U300710,active,0.08343072739454005
U300711,lapsed,0.26013975365991476
U300712,active,0.08381026411174952
U300713,active,0.08307498767930088
U300714,lapsed,0.26033456598072163
U300715,high_frequency,0.0297234334043619
U300716,active,0.0841401385238103
U300717,high_frequency,0.030222878289700272
U300718,lapsed,0.25752660949204265
U300719,active,0.08342914842471127
U300720,active,0.08343861744982106
U300721,new,0.23071458292338445
U300722,lapsed,0.26215935233851195
U300723,high_frequency,0.030222878289700272
U300724,lapsed,0.2602655236323049
U300725,new,0.22759105381186867
U300726,high_frequency,0.029818491130710778
U300727,active,0.08381326193716632
U300728,lapsed,0.2652918076713267
U300729,active,0.08345776453415266
U300730,active,0.08369000240049962
U300731,active,0.08406869107858295
U300732,new,0.23071458292338445
U300733,lapsed,0.26338710827912654
U300734,active,0.08440319513513717
U300735,lapsed,0.2634826890055686
U300736,active,0.08416812619917313
U300737,high_frequency,0.02865735674641634
U300738,lapsed,0.26698477886606176
U300739,lapsed,0.2548714863955109
U300740,active,0.0839617998351887
U300741,high_frequency,0.029950969213676015
U300742,lapsed,0.26269999314850134
U300743,lapsed,0.2640548313533744
U300744,new,0.23071458292338445
U300745,active,0.08282747099504506
U300746,new,0.23196342468830272
U300747,new,0.23071458292338445
U300748,lapsed,0.2655227425248913
U300749,active,0.08345230150110139
U300750,high_frequency,0.029455458936417434
U300751,high_frequency,0.02835082211795359
U300752,new,0.23196342468830272
U300753,active,0.0840228499733936
U300754,lapsed,0.26031136026365664
U300755,active,0.08332018271678132
U300756,high_frequency,0.029725119237093867
U300757,high_frequency,0.028788963805384538
U300758,high_frequency,0.028482118767797604
U300759,lapsed,0.25528801898017306
U300760,active,0.08383892194237186
U300761,active,0.08404025090556577
U300762,new,0.23071458292338445
U300763,lapsed,0.26365926812671064
U300764,new,0.23196342468830272
U300765,active,0.08358032797834425
U300766,new,0.23196342468830272
U300767,new,0.22759105381186867
U300768,lapsed,0.2636531696587521
U300769,active,0.08379976146210522
U300770,lapsed,0.2648059971781297
U300771,active,0.08334919555528542
U300772,active,0.08380726498322422
U300773,high_frequency,0.030124297455892846
U300774,active,0.08344334764697148
U300775,active,0.08371155700795929
U300776,high_frequency,0.03039556252219422
U300777,active,0.08335397970216274
U300778,lapsed,0.2607398768916642
U300779,high_frequency,0.02968271636452058
U300780,active,0.08370090568560073
U300781,active,0.0839617998351887
U300782,lapsed,0.26465061965837855
U300783,lapsed,0.2550468350186115
U300784,active,0.08307498767930088
U300785,active,0.08418512556536406
U300786,active,0.08356924326547444
U300787,lapsed,0.260895674605109
U300788,lapsed,0.26255734316921664
U300789,active,0.08322132663546011
U300790,new,0.23071458292338445
U300791,lapsed,0.25895057212810985
U300792,active,0.08371003636274554
U300793,lapsed,0.26272592801183714
U300794,active,0.08322780578065314
U300795,active,0.08369152730758678
U300796,active,0.08367014915155169
U300797,active,0.08341966789649757
U300798,lapsed,0.2652898041175832
U300799,new,0.23071458292338445
U300800,new,0.23071458292338445
U300801,active,0.08341966789649757
U300802,lapsed,0.25725349054502455
U300803,active,0.08343230604481233
U300804,high_frequency,0.028620250699035177
U300805,new,0.23071458292338445
U300806,active,0.0842733719181078
U300807,high_frequency,0.029050861658659666
U300808,high_frequency,0.029818491130710778
U300809,new,0.22759105381186867
U300810,active,0.08329773806442975
U300811,active,0.08307333890590185
U300812,active,0.0837039505408369
U300813,high_frequency,0.028389521045385835
U300814,lapsed,0.26615053541355327
U300815,active,0.08366861971352402
U300816,active,0.08329452660565928
U300817,high_frequency,0.029020370795432182
U300818,active,0.08334281223774365
U300819,high_frequency,0.02865233158257441
U300820,high_frequency,0.02945714256406573
U300821,high_frequency,0.028520858690659012
U300822,new,0.23071458292338445
U300823,active,0.08321322059095682
U300824,high_frequency,0.029552080088029453
U300825,active,0.08332018271678132
U300826,high_frequency,0.029985873982078193
U300827,active,0.08416670742883325
U300828,lapsed,0.26488852832590337
U300829,new,0.23196342468830272
U300830,lapsed,0.2609476039770274
U300831,active,0.0835459507841404
U300832,high_frequency,0.02892237224195926
U300833,lapsed,0.2631716050538479
U300834,lapsed,0.2653484233182122
U300835,lapsed,0.25100197886952447
U300836,high_frequency,0.0300885799317121
U300837,new,0.23071458292338445
U300838,lapsed,0.26263314641219904
U300839,high_frequency,0.029318245159578593
U300840,new,0.22759105381186867
U300841,active,0.08295459094821556
U300842,active,0.08427850374403201
U300843,lapsed,0.26303711003273433
U300844,active,0.0833057611566278
U300845,active,0.08321970605873918
